"","SYMBOL","GENENAME"
"2069","MIR320C1","microRNA 320c-1"
"2070","MIR320C2","microRNA 320c-2"
"2071","MIR323B","microRNA 323b"
"2072","MIR324","microRNA 324"
"2073","MIR337","microRNA 337"
"2074","MIR33B","microRNA 33b"
"2075","MIR3591","microRNA 3591"
"2076","MIR3609","microRNA 3609"
"2077","MIR362","microRNA 362"
"2078","MIR3622B","microRNA 3622b"
"2079","MIR363","microRNA 363"
"2080","MIR3649","microRNA 3649"
"2081","MIR3650","microRNA 3650"
"2082","MIR365B","microRNA 365b"
"2083","MIR3660","microRNA 3660"
"2084","MIR3668","microRNA 3668"
"2085","MIR3679","microRNA 3679"
"2086","MIR3684","microRNA 3684"
"2087","MIR3689A","microRNA 3689a"
"2088","MIR3689B","microRNA 3689b"
"2089","MIR3689D2","microRNA 3689d-2"
"2090","MIR3689F","microRNA 3689f"
"2091","MIR3691","microRNA 3691"
"2092","MIR371B","microRNA 371b"
"2093","MIR374A","microRNA 374a"
"2094","MIR376A1","microRNA 376a-1"
"2095","MIR376B","microRNA 376b"
"2096","MIR376C","microRNA 376c"
"2097","MIR377","microRNA 377"
"2098","MIR378E","microRNA 378e"
"2099","MIR382","microRNA 382"
"2100","MIR384","microRNA 384"
"2101","MIR3907","microRNA 3907"
"2102","MIR3910-1","microRNA 3910-1"
"2103","MIR3910-2","microRNA 3910-2"
"2104","MIR3918","microRNA 3918"
"2105","MIR3919","microRNA 3919"
"2106","MIR3924","microRNA 3924"
"2107","MIR3935","microRNA 3935"
"2108","MIR3938","microRNA 3938"
"2109","MIR3941","microRNA 3941"
"2110","MIR3942","microRNA 3942"
"2111","MIR3944","microRNA 3944"
"2112","MIR3945","microRNA 3945"
"2113","MIR411","microRNA 411"
"2114","MIR423","microRNA 423"
"2115","MIR4251","microRNA 4251"
"2116","MIR4270","microRNA 4270"
"2117","MIR4272","microRNA 4272"
"2118","MIR4273","microRNA 4273"
"2119","MIR4277","microRNA 4277"
"2120","MIR4278","microRNA 4278"
"2121","MIR4282","microRNA 4282"
"2122","MIR4285","microRNA 4285"
"2123","MIR4289","microRNA 4289"
"2124","MIR4290","microRNA 4290"
"2125","MIR4292","microRNA 4292"
"2126","MIR4294","microRNA 4294"
"2127","MIR4302","microRNA 4302"
"2128","MIR4304","microRNA 4304"
"2129","MIR4307","microRNA 4307"
"2130","MIR4308","microRNA 4308"
"2131","MIR4317","microRNA 4317"
"2132","MIR4318","microRNA 4318"
"2133","MIR432","microRNA 432"
"2134","MIR4324","microRNA 4324"
"2135","MIR4327","microRNA 4327"
"2136","MIR4328","microRNA 4328"
"2137","MIR4329","microRNA 4329"
"2138","MIR4330","microRNA 4330"
"2139","MIR4429","microRNA 4429"
"2140","MIR4450","microRNA 4450"
"2141","MIR4451","microRNA 4451"
"2142","MIR4456","microRNA 4456"
"2143","MIR4457","microRNA 4457"
"2144","MIR4470","microRNA 4470"
"2145","MIR4484","microRNA 4484"
"2146","MIR4497","microRNA 4497"
"2147","MIR4498","microRNA 4498"
"2148","MIR4499","microRNA 4499"
"2149","MIR449C","microRNA 449c"
"2150","MIR4500","microRNA 4500"
"2151","MIR4500HG","MIR4500 host gene"
"2152","MIR450A1","microRNA 450a-1"
"2153","MIR450A2","microRNA 450a-2"
"2154","MIR450B","microRNA 450b"
"2155","MIR4510","microRNA 4510"
"2156","MIR451B","microRNA 451b"
"2157","MIR4523","microRNA 4523"
"2158","MIR4524A","microRNA 4524a"
"2159","MIR4524B","microRNA 4524b"
"2160","MIR4532",NA
"2161","MIR4534","microRNA 4534"
"2162","MIR4536-1","microRNA 4536-1"
"2163","MIR454","microRNA 454"
"2164","MIR4540","microRNA 4540"
"2165","MIR4636","microRNA 4636"
"2166","MIR4644","microRNA 4644"
"2167","MIR4645","microRNA 4645"
"2168","MIR4659B","microRNA 4659b"
"2169","MIR4661","microRNA 4661"
"2170","MIR4665","microRNA 4665"
"2171","MIR4670","microRNA 4670"
"2172","MIR4678","microRNA 4678"
"2173","MIR4691","microRNA 4691"
"2174","MIR4696","microRNA 4696"
"2175","MIR4697HG","MIR4697 host gene"
"2176","MIR4698","microRNA 4698"
"2177","MIR4703","microRNA 4703"
"2178","MIR4713","microRNA 4713"
"2179","MIR4719","microRNA 4719"
"2180","MIR4727","microRNA 4727"
"2181","MIR4729","microRNA 4729"
"2182","MIR4732","microRNA 4732"
"2183","MIR4733","microRNA 4733"
"2184","MIR4749","microRNA 4749"
"2185","MIR4752","microRNA 4752"
"2186","MIR4756","microRNA 4756"
"2187","MIR4758","microRNA 4758"
"2188","MIR4759","microRNA 4759"
"2189","MIR4761","microRNA 4761"
"2190","MIR4762","microRNA 4762"
"2191","MIR4768","microRNA 4768"
"2192","MIR4769","microRNA 4769"
"2193","MIR4772","microRNA 4772"
"2194","MIR4776-1","microRNA 4776-1"
"2195","MIR4776-2","microRNA 4776-2"
"2196","MIR4777","microRNA 4777"
"2197","MIR4781","microRNA 4781"
"2198","MIR4782","microRNA 4782"
"2199","MIR4784","microRNA 4784"
"2200","MIR4790","microRNA 4790"
"2201","MIR4791","microRNA 4791"
"2202","MIR4795","microRNA 4795"
"2203","MIR4796","microRNA 4796"
"2204","MIR4798","microRNA 4798"
"2205","MIR4803","microRNA 4803"
"2206","MIR485","microRNA 485"
"2207","MIR487A","microRNA 487a"
"2208","MIR488","microRNA 488"
"2209","MIR489","microRNA 489"
"2210","MIR490","microRNA 490"
"2211","MIR496","microRNA 496"
"2212","MIR497","microRNA 497"
"2213","MIR5002","microRNA 5002"
"2214","MIR5004","microRNA 5004"
"2215","MIR5008","microRNA 5008"
"2216","MIR500A","microRNA 500a"
"2217","MIR500B","microRNA 500b"
"2218","MIR501","microRNA 501"
"2219","MIR5011","microRNA 5011"
"2220","MIR502","microRNA 502"
"2221","MIR503","microRNA 503"
"2222","MIR505","microRNA 505"
"2223","MIR506","microRNA 506"
"2224","MIR507","microRNA 507"
"2225","MIR5088","microRNA 5088"
"2226","MIR509-1","microRNA 509-1"
"2227","MIR5094","microRNA 5094"
"2228","MIR516A2","microRNA 516a-2"
"2229","MIR517C","microRNA 517c"
"2230","MIR5186","microRNA 5186"
"2231","MIR518D","microRNA 518d"
"2232","MIR5194","microRNA 5194"
"2233","MIR519C","microRNA 519c"
"2234","MIR519D","microRNA 519d"
"2235","MIR520C","microRNA 520c"
"2236","MIR526B","microRNA 526b"
"2237","MIR532","microRNA 532"
"2238","MIR539","microRNA 539"
"2239","MIR542","microRNA 542"
"2240","MIR548AC","microRNA 548ac"
"2241","MIR548AI","microRNA 548ai"
"2242","MIR548AP","microRNA 548ap"
"2243","MIR548B","microRNA 548b"
"2244","MIR548F4","microRNA 548f-4"
"2245","MIR548H4","microRNA 548h-4"
"2246","MIR548J","microRNA 548j"
"2247","MIR548M","microRNA 548m"
"2248","MIR548X","microRNA 548x"
"2249","MIR550A1","microRNA 550a-1"
"2250","MIR551A","microRNA 551a"
"2251","MIR551B","microRNA 551b"
"2252","MIR556","microRNA 556"
"2253","MIR5580","microRNA 5580"
"2254","MIR567","microRNA 567"
"2255","MIR568","microRNA 568"
"2256","MIR5680","microRNA 5680"
"2257","MIR5681A","microRNA 5681a"
"2258","MIR5690","microRNA 5690"
"2259","MIR5691","microRNA 5691"
"2260","MIR5692C2","microRNA 5692c-2"
"2261","MIR5696","microRNA 5696"
"2262","MIR570","microRNA 570"
"2263","MIR5708","microRNA 5708"
"2264","MIR586","microRNA 586"
"2265","MIR590","microRNA 590"
"2266","MIR591","microRNA 591"
"2267","MIR596","microRNA 596"
"2268","MIR597","microRNA 597"
"2269","MIR604","microRNA 604"
"2270","MIR615","microRNA 615"
"2271","MIR626","microRNA 626"
"2272","MIR627","microRNA 627"
"2273","MIR628","microRNA 628"
"2274","MIR630","microRNA 630"
"2275","MIR634","microRNA 634"
"2276","MIR635","microRNA 635"
"2277","MIR642A","microRNA 642a"
"2278","MIR642B","microRNA 642b"
"2279","MIR645","microRNA 645"
"2280","MIR654","microRNA 654"
"2281","MIR656","microRNA 656"
"2282","MIR659","microRNA 659"
"2283","MIR668","microRNA 668"
"2284","MIR676","microRNA 676"
"2285","MIR7-3","microRNA 7-3"
"2286","MIR744","microRNA 744"
"2287","MIR758","microRNA 758"
"2288","MIR764","microRNA 764"
"2289","MIR766","microRNA 766"
"2290","MIR802","microRNA 802"
"2291","MIR889","microRNA 889"
"2292","MIR937","microRNA 937"
"2293","MIR941-1","microRNA 941-1"
"2294","MIR944","microRNA 944"
"2295","MIR99A","microRNA 99a"
"2296","MIRLET7C","microRNA let-7c"
"2297","MITD1","microtubule interacting and trafficking domain containing 1"
"2298","MITF","melanocyte inducing transcription factor"
"2299","MKNK2","MAPK interacting serine/threonine kinase 2"
"2300","MKRN7P","makorin ring finger protein 7, pseudogene"
"2301","MKX","mohawk homeobox"
"2302","MLC1","modulator of VRAC current 1"
"2303","MLLT1","MLLT1 super elongation complex subunit"
"2304","MLLT10P1","MLLT10 pseudogene 1"
"2305","MLNR","motilin receptor"
"2306","MLST8","MTOR associated protein, LST8 homolog"
"2307","MMAA","metabolism of cobalamin associated A"
"2308","MMP11","matrix metallopeptidase 11"
"2309","MMP23B","matrix metallopeptidase 23B"
"2310","MMS19","MMS19 homolog, cytosolic iron-sulfur assembly component"
"2311","MNS1","meiosis specific nuclear structural 1"
"2312","MOBP","myelin associated oligodendrocyte basic protein"
"2313","MOCS2","molybdenum cofactor synthesis 2"
"2314","MOGS","mannosyl-oligosaccharide glucosidase"
"2315","MORN1","MORN repeat containing 1"
"2316","MORN5","MORN repeat containing 5"
"2317","MOSPD3","motile sperm domain containing 3"
"2318","MPP2","membrane palmitoylated protein 2"
"2319","MPP3","membrane palmitoylated protein 3"
"2320","MPP6","membrane palmitoylated protein 6"
"2321","MPP7","membrane palmitoylated protein 7"
"2322","MRAP","melanocortin 2 receptor accessory protein"
"2323","MRAS","muscle RAS oncogene homolog"
"2324","MRGPRX4","MAS related GPR family member X4"
"2325","MRO","maestro"
"2326","MRPL13","mitochondrial ribosomal protein L13"
"2327","MRPL22","mitochondrial ribosomal protein L22"
"2328","MRPL23-AS1","MRPL23 antisense RNA 1"
"2329","MRPL35","mitochondrial ribosomal protein L35"
"2330","MRPL47","mitochondrial ribosomal protein L47"
"2331","MRPS21","mitochondrial ribosomal protein S21"
"2332","MRPS33","mitochondrial ribosomal protein S33"
"2333","MRPS6","mitochondrial ribosomal protein S6"
"2334","MS4A15","membrane spanning 4-domains A15"
"2335","MS4A2","membrane spanning 4-domains A2"
"2336","MS4A5","membrane spanning 4-domains A5"
"2337","MS4A6A","membrane spanning 4-domains A6A"
"2338","MS4A6E","membrane spanning 4-domains A6E"
"2339","MSANTD2","Myb/SANT DNA binding domain containing 2"
"2340","MSMB","microseminoprotein beta"
"2341","MSR1","macrophage scavenger receptor 1"
"2342","MSRA","methionine sulfoxide reductase A"
"2343","MSS51","MSS51 mitochondrial translational activator"
"2344","MST1","macrophage stimulating 1"
"2345","MST1L","macrophage stimulating 1 like"
"2346","MT1A","metallothionein 1A"
"2347","MT1B","metallothionein 1B"
"2348","MT1DP","metallothionein 1D, pseudogene"
"2349","MT1L","metallothionein 1L, pseudogene"
"2350","MT4","metallothionein 4"
"2351","MTERF",NA
"2352","MTF2","metal response element binding transcription factor 2"
"2353","MTFMT","mitochondrial methionyl-tRNA formyltransferase"
"2354","MTHFD1L","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like"
"2355","MTM1","myotubularin 1"
"2356","MTMR12","myotubularin related protein 12"
"2357","MTMR14","myotubularin related protein 14"
"2358","MTMR7","myotubularin related protein 7"
"2359","MTRF1","mitochondrial translation release factor 1"
"2360","MTRNR2L4","MT-RNR2 like 4"
"2361","MTRNR2L7","MT-RNR2 like 7"
"2362","MTRR","5-methyltetrahydrofolate-homocysteine methyltransferase reductase"
"2363","MTSS1L",NA
"2364","MTTP","microsomal triglyceride transfer protein"
"2365","MTUS2-AS1","MTUS2 antisense RNA 1"
"2366","MUC15","mucin 15, cell surface associated"
"2367","MUC2","mucin 2, oligomeric mucus/gel-forming"
"2368","MUC20","mucin 20, cell surface associated"
"2369","MUC21","mucin 21, cell surface associated"
"2370","MUC22","mucin 22"
"2371","MUC5B","mucin 5B, oligomeric mucus/gel-forming"
"2372","MUC6","mucin 6, oligomeric mucus/gel-forming"
"2373","MUC7","mucin 7, secreted"
"2374","MVP","major vault protein"
"2375","MX1","MX dynamin like GTPase 1"
"2376","MXD1","MAX dimerization protein 1"
"2377","MYB","MYB proto-oncogene, transcription factor"
"2378","MYBPHL","myosin binding protein H like"
"2379","MYCBPAP","MYCBP associated protein"
"2380","MYCN","MYCN proto-oncogene, bHLH transcription factor"
"2381","MYH13","myosin heavy chain 13"
"2382","MYH2","myosin heavy chain 2"
"2383","MYH3","myosin heavy chain 3"
"2384","MYH7","myosin heavy chain 7"
"2385","MYH8","myosin heavy chain 8"
"2386","MYL12B","myosin light chain 12B"
"2387","MYL2","myosin light chain 2"
"2388","MYL4","myosin light chain 4"
"2389","MYL6B","myosin light chain 6B"
"2390","MYL9","myosin light chain 9"
"2391","MYLK4","myosin light chain kinase family member 4"
"2392","MYO15A","myosin XVA"
"2393","MYO16","myosin XVI"
"2394","MYO1B","myosin IB"
"2395","MYO1D","myosin ID"
"2396","MYO1H","myosin IH"
"2397","MYO3A","myosin IIIA"
"2398","MYO5B","myosin VB"
"2399","MYOD1","myogenic differentiation 1"
"2400","MYOG","myogenin"
"2401","MYOM2","myomesin 2"
"2402","MYOZ1","myozenin 1"
"2403","MYT1L","myelin transcription factor 1 like"
"2404","N4BP2L1","NEDD4 binding protein 2 like 1"
"2405","NACAD","NAC alpha domain containing"
"2406","NAGS","N-acetylglutamate synthase"
"2407","NANOS2","nanos C2HC-type zinc finger 2"
"2408","NAT1","N-acetyltransferase 1"
"2409","NAT8","N-acetyltransferase 8 (putative)"
"2410","NAV2-AS4","NAV2 antisense RNA 4"
"2411","NAV2-AS5","NAV2 antisense RNA 5"
"2412","NAV3","neuron navigator 3"
"2413","NBPF6","NBPF member 6"
"2414","NCAN","neurocan"
"2415","NCAPH","non-SMC condensin I complex subunit H"
"2416","NCAPH2","non-SMC condensin II complex subunit H2"
"2417","NCLN","nicalin"
"2418","NCOA1","nuclear receptor coactivator 1"
"2419","NCOA3","nuclear receptor coactivator 3"
"2420","NCOA5","nuclear receptor coactivator 5"
"2421","NCOA6","nuclear receptor coactivator 6"
"2422","NCOA7","nuclear receptor coactivator 7"
"2423","NCR1","natural cytotoxicity triggering receptor 1"
"2424","NDN","necdin, MAGE family member"
"2425","NDUFA12","NADH:ubiquinone oxidoreductase subunit A12"
"2426","NDUFAF1","NADH:ubiquinone oxidoreductase complex assembly factor 1"
"2427","NDUFAF4P1","NADH:ubiquinone oxidoreductase complex assembly factor 4 pseudogene 1"
"2428","NDUFS7","NADH:ubiquinone oxidoreductase core subunit S7"
"2429","NEB","nebulin"
"2430","NEDD4","NEDD4 E3 ubiquitin protein ligase"
"2431","NEFM","neurofilament medium"
"2432","NEK8","NIMA related kinase 8"
"2433","NENF","neudesin neurotrophic factor"
"2434","NES","nestin"
"2435","NEUROD4","neuronal differentiation 4"
"2436","NEUROG3","neurogenin 3"
"2437","NF1P2","neurofibromin 1 pseudogene 2"
"2438","NFAM1","NFAT activating protein with ITAM motif 1"
"2439","NFATC2IP","nuclear factor of activated T cells 2 interacting protein"
"2440","NFE2L3","nuclear factor, erythroid 2 like 3"
"2441","NFIA","nuclear factor I A"
"2442","NFIL3","nuclear factor, interleukin 3 regulated"
"2443","NFKBIE","NFKB inhibitor epsilon"
"2444","NFKBIL1","NFKB inhibitor like 1"
"2445","NGEF","neuronal guanine nucleotide exchange factor"
"2446","NGFRAP1",NA
"2447","NHLH2","nescient helix-loop-helix 2"
"2448","NHLRC1","NHL repeat containing E3 ubiquitin protein ligase 1"
"2449","NHSL2","NHS like 2"
"2450","NIPAL2","NIPA like domain containing 2"
"2451","NIPSNAP1","nipsnap homolog 1"
"2452","NIPSNAP3B","nipsnap homolog 3B"
"2453","NISCH","nischarin"
"2454","NKG7","natural killer cell granule protein 7"
"2455","NKPD1","NTPase KAP family P-loop domain containing 1"
"2456","NKX2-1","NK2 homeobox 1"
"2457","NKX2-2","NK2 homeobox 2"
"2458","NKX2-4","NK2 homeobox 4"
"2459","NKX2-6","NK2 homeobox 6"
"2460","NKX6-3","NK6 homeobox 3"
"2461","NLRP10","NLR family pyrin domain containing 10"
"2462","NLRP13","NLR family pyrin domain containing 13"
"2463","NLRP5","NLR family pyrin domain containing 5"
"2464","NLRP9","NLR family pyrin domain containing 9"
"2465","NME4","NME/NM23 nucleoside diphosphate kinase 4"
"2466","NME7","NME/NM23 family member 7"
"2467","NMS","neuromedin S"
"2468","NOC3L","NOC3 like DNA replication regulator"
"2469","NOC4L","nucleolar complex associated 4 homolog"
"2470","NOS2","nitric oxide synthase 2"
"2471","NOTCH4","notch receptor 4"
"2472","NOX1","NADPH oxidase 1"
"2473","NPAP1","nuclear pore associated protein 1"
"2474","NPAS4","neuronal PAS domain protein 4"
"2475","NPC1L1","NPC1 like intracellular cholesterol transporter 1"
"2476","NPEPL1","aminopeptidase like 1"
"2477","NPEPPS","aminopeptidase puromycin sensitive"
"2478","NPFFR1","neuropeptide FF receptor 1"
"2479","NPHP3","nephrocystin 3"
"2480","NPPB","natriuretic peptide B"
"2481","NPPC","natriuretic peptide C"
"2482","NPRL3","NPR3 like, GATOR1 complex subunit"
"2483","NPSR1","neuropeptide S receptor 1"
"2484","NPY5R","neuropeptide Y receptor Y5"
"2485","NPY6R","neuropeptide Y receptor Y6 (pseudogene)"
"2486","NR1H3","nuclear receptor subfamily 1 group H member 3"
"2487","NR1H4","nuclear receptor subfamily 1 group H member 4"
"2488","NR2E3","nuclear receptor subfamily 2 group E member 3"
"2489","NR2F6","nuclear receptor subfamily 2 group F member 6"
"2490","NR6A1","nuclear receptor subfamily 6 group A member 1"
"2491","NREP-AS1","NREP antisense RNA 1"
"2492","NRF1","nuclear respiratory factor 1"
"2493","NRL","neural retina leucine zipper"
"2494","NRN1","neuritin 1"
"2495","NRON","non-coding repressor of NFAT"
"2496","NRXN3","neurexin 3"
"2497","NSMCE1","NSE1 homolog, SMC5-SMC6 complex component"
"2498","NSMCE4A","NSE4 homolog A, SMC5-SMC6 complex component"
"2499","NSUN7","NOP2/Sun RNA methyltransferase family member 7"
"2500","NT5C","5', 3'-nucleotidase, cytosolic"
"2501","NT5C1B-RDH14","NT5C1B-RDH14 readthrough"
"2502","NT5C3B","5'-nucleotidase, cytosolic IIIB"
"2503","NT5M","5',3'-nucleotidase, mitochondrial"
"2504","NTN5","netrin 5"
"2505","NTNG1","netrin G1"
"2506","NTNG2","netrin G2"
"2507","NTS","neurotensin"
"2508","NTSR2","neurotensin receptor 2"
"2509","NUB1","negative regulator of ubiquitin like proteins 1"
"2510","NUP107","nucleoporin 107"
"2511","NUP155","nucleoporin 155"
"2512","NUP210P1","nucleoporin 210 pseudogene 1"
"2513","NUP37","nucleoporin 37"
"2514","NUP98","nucleoporin 98"
"2515","NUTM1","NUT midline carcinoma family member 1"
"2516","NUTM2G","NUT family member 2G"
"2517","NVL","nuclear VCP like"
"2518","NWD1","NACHT and WD repeat domain containing 1"
"2519","NXPE1","neurexophilin and PC-esterase domain family member 1"
"2520","NXPE4","neurexophilin and PC-esterase domain family member 4"
"2521","NXPH2","neurexophilin 2"
"2522","NXT2","nuclear transport factor 2 like export factor 2"
"2523","NYNRIN","NYN domain and retroviral integrase containing"
"2524","OACYLP","O-acyltransferase like, pseudogene"
"2525","OAS1","2'-5'-oligoadenylate synthetase 1"
"2526","OAS2","2'-5'-oligoadenylate synthetase 2"
"2527","OAS3","2'-5'-oligoadenylate synthetase 3"
"2528","OBP2A","odorant binding protein 2A"
"2529","OCM","oncomodulin"
"2530","OCSTAMP","osteoclast stimulatory transmembrane protein"
"2531","ODF1","outer dense fiber of sperm tails 1"
"2532","ODF3L1","outer dense fiber of sperm tails 3 like 1"
"2533","ODF3L2","outer dense fiber of sperm tails 3 like 2"
"2534","ODF4","outer dense fiber of sperm tails 4"
"2535","OGFR-AS1","OGFR antisense RNA 1"
"2536","OGFRL1","opioid growth factor receptor like 1"
"2537","OLFML1","olfactomedin like 1"
"2538","OLIG3","oligodendrocyte transcription factor 3"
"2539","OMD","osteomodulin"
"2540","OMG","oligodendrocyte myelin glycoprotein"
"2541","ONECUT1","one cut homeobox 1"
"2542","ONECUT2","one cut homeobox 2"
"2543","OOEP","oocyte expressed protein"
"2544","OPCML","opioid binding protein/cell adhesion molecule like"
"2545","OPN1LW","opsin 1, long wave sensitive"
"2546","OPN4","opsin 4"
"2547","OPN5","opsin 5"
"2548","OPTC","opticin"
"2549","OR10A3","olfactory receptor family 10 subfamily A member 3"
"2550","OR10A4","olfactory receptor family 10 subfamily A member 4"
"2551","OR10A6","olfactory receptor family 10 subfamily A member 6 (gene/pseudogene)"
"2552","OR10A7","olfactory receptor family 10 subfamily A member 7"
"2553","OR10AG1","olfactory receptor family 10 subfamily AG member 1"
"2554","OR10G2","olfactory receptor family 10 subfamily G member 2"
"2555","OR10G3","olfactory receptor family 10 subfamily G member 3"
"2556","OR10G8","olfactory receptor family 10 subfamily G member 8"
"2557","OR10H4","olfactory receptor family 10 subfamily H member 4"
"2558","OR10V1","olfactory receptor family 10 subfamily V member 1"
"2559","OR10W1","olfactory receptor family 10 subfamily W member 1"
"2560","OR11H12","olfactory receptor family 11 subfamily H member 12"
"2561","OR11H4","olfactory receptor family 11 subfamily H member 4"
"2562","OR12D3","olfactory receptor family 12 subfamily D member 3"
"2563","OR13C2","olfactory receptor family 13 subfamily C member 2"
"2564","OR13C3","olfactory receptor family 13 subfamily C member 3"
"2565","OR13C8","olfactory receptor family 13 subfamily C member 8"
"2566","OR13D1","olfactory receptor family 13 subfamily D member 1"
"2567","OR13F1","olfactory receptor family 13 subfamily F member 1"
"2568","OR13H1","olfactory receptor family 13 subfamily H member 1"
"2569","OR1D4","olfactory receptor family 1 subfamily D member 4 (gene/pseudogene)"
"2570","OR1E2","olfactory receptor family 1 subfamily E member 2"
"2571","OR1G1","olfactory receptor family 1 subfamily G member 1"
"2572","OR1L3","olfactory receptor family 1 subfamily L member 3"
"2573","OR1L4","olfactory receptor family 1 subfamily L member 4"
"2574","OR1L6","olfactory receptor family 1 subfamily L member 6"
"2575","OR1M1","olfactory receptor family 1 subfamily M member 1"
"2576","OR1S2","olfactory receptor family 1 subfamily S member 2"
"2577","OR2AG2","olfactory receptor family 2 subfamily AG member 2"
"2578","OR2B6","olfactory receptor family 2 subfamily B member 6"
"2579","OR2C1","olfactory receptor family 2 subfamily C member 1"
"2580","OR2F1","olfactory receptor family 2 subfamily F member 1 (gene/pseudogene)"
"2581","OR2H2","olfactory receptor family 2 subfamily H member 2"
"2582","OR2L13","olfactory receptor family 2 subfamily L member 13"
"2583","OR2Z1","olfactory receptor family 2 subfamily Z member 1"
"2584","OR4A15","olfactory receptor family 4 subfamily A member 15"
"2585","OR4A16","olfactory receptor family 4 subfamily A member 16"
"2586","OR4A5","olfactory receptor family 4 subfamily A member 5"
"2587","OR4C11","olfactory receptor family 4 subfamily C member 11"
"2588","OR4C13","olfactory receptor family 4 subfamily C member 13"
"2589","OR4C15","olfactory receptor family 4 subfamily C member 15"
"2590","OR4C3","olfactory receptor family 4 subfamily C member 3"
"2591","OR4C6","olfactory receptor family 4 subfamily C member 6"
"2592","OR4D11","olfactory receptor family 4 subfamily D member 11"
"2593","OR4D6","olfactory receptor family 4 subfamily D member 6"
"2594","OR4F15","olfactory receptor family 4 subfamily F member 15"
"2595","OR4F4","olfactory receptor family 4 subfamily F member 4"
"2596","OR4K14","olfactory receptor family 4 subfamily K member 14"
"2597","OR4K15","olfactory receptor family 4 subfamily K member 15"
"2598","OR4K17","olfactory receptor family 4 subfamily K member 17"
"2599","OR4K5","olfactory receptor family 4 subfamily K member 5"
"2600","OR4M2","olfactory receptor family 4 subfamily M member 2"
"2601","OR4N3P","olfactory receptor family 4 subfamily N member 3 pseudogene"
"2602","OR4N5","olfactory receptor family 4 subfamily N member 5"
"2603","OR4Q3","olfactory receptor family 4 subfamily Q member 3"
"2604","OR4S1","olfactory receptor family 4 subfamily S member 1"
"2605","OR4S2","olfactory receptor family 4 subfamily S member 2"
"2606","OR51A7","olfactory receptor family 51 subfamily A member 7"
"2607","OR51B2","olfactory receptor family 51 subfamily B member 2 (gene/pseudogene)"
"2608","OR51B6","olfactory receptor family 51 subfamily B member 6"
"2609","OR51E1","olfactory receptor family 51 subfamily E member 1"
"2610","OR51G2","olfactory receptor family 51 subfamily G member 2"
"2611","OR51I1","olfactory receptor family 51 subfamily I member 1"
"2612","OR51I2","olfactory receptor family 51 subfamily I member 2"
"2613","OR52A1","olfactory receptor family 52 subfamily A member 1"
"2614","OR52B4","olfactory receptor family 52 subfamily B member 4 (gene/pseudogene)"
"2615","OR52B6","olfactory receptor family 52 subfamily B member 6"
"2616","OR52E6","olfactory receptor family 52 subfamily E member 6"
"2617","OR52I2","olfactory receptor family 52 subfamily I member 2"
"2618","OR52L1","olfactory receptor family 52 subfamily L member 1 (gene/pseudogene)"
"2619","OR52M1","olfactory receptor family 52 subfamily M member 1"
"2620","OR5A2","olfactory receptor family 5 subfamily A member 2"
"2621","OR5AC2","olfactory receptor family 5 subfamily AC member 2"
"2622","OR5AP2","olfactory receptor family 5 subfamily AP member 2"
"2623","OR5B3","olfactory receptor family 5 subfamily B member 3"
"2624","OR5C1","olfactory receptor family 5 subfamily C member 1"
"2625","OR5D13","olfactory receptor family 5 subfamily D member 13 (gene/pseudogene)"
"2626","OR5D14","olfactory receptor family 5 subfamily D member 14"
"2627","OR5D16","olfactory receptor family 5 subfamily D member 16"
"2628","OR5D18","olfactory receptor family 5 subfamily D member 18"
"2629","OR5F1","olfactory receptor family 5 subfamily F member 1"
"2630","OR5H14","olfactory receptor family 5 subfamily H member 14"
"2631","OR5J2","olfactory receptor family 5 subfamily J member 2"
"2632","OR5K1","olfactory receptor family 5 subfamily K member 1"
"2633","OR5K3","olfactory receptor family 5 subfamily K member 3"
"2634","OR5K4","olfactory receptor family 5 subfamily K member 4"
"2635","OR5L1","olfactory receptor family 5 subfamily L member 1 (gene/pseudogene)"
"2636","OR5L2","olfactory receptor family 5 subfamily L member 2"
"2637","OR5M1","olfactory receptor family 5 subfamily M member 1"
"2638","OR5M10","olfactory receptor family 5 subfamily M member 10"
"2639","OR5M11","olfactory receptor family 5 subfamily M member 11"
"2640","OR5M3","olfactory receptor family 5 subfamily M member 3"
"2641","OR5P3","olfactory receptor family 5 subfamily P member 3"
"2642","OR5R1","olfactory receptor family 5 subfamily R member 1 (gene/pseudogene)"
"2643","OR5T2","olfactory receptor family 5 subfamily T member 2"
"2644","OR5T3","olfactory receptor family 5 subfamily T member 3"
"2645","OR6C1","olfactory receptor family 6 subfamily C member 1"
"2646","OR6C4","olfactory receptor family 6 subfamily C member 4"
"2647","OR6C65","olfactory receptor family 6 subfamily C member 65"
"2648","OR6C68","olfactory receptor family 6 subfamily C member 68"
"2649","OR6C76","olfactory receptor family 6 subfamily C member 76"
"2650","OR6K2","olfactory receptor family 6 subfamily K member 2"
"2651","OR6K3","olfactory receptor family 6 subfamily K member 3"
"2652","OR6S1","olfactory receptor family 6 subfamily S member 1"
"2653","OR7A5","olfactory receptor family 7 subfamily A member 5"
"2654","OR7C1","olfactory receptor family 7 subfamily C member 1"
"2655","OR7G2","olfactory receptor family 7 subfamily G member 2"
"2656","OR7G3","olfactory receptor family 7 subfamily G member 3"
"2657","OR8B4","olfactory receptor family 8 subfamily B member 4 (gene/pseudogene)"
